   0.000,   0.000,   0.000
   2.000,  -1.250,   1.209
  -1.000,  -0.750,   8.060
  -0.750,  -0.500,   5.239
   0.000,   1.500,   8.060
 -12.750, -10.750,  26.195
 -37.250, -44.250,  85.436
 -58.000, -75.000, 155.558
 -80.750,-102.500, 250.263
-118.500,-115.250, 329.251
-146.500,-122.250, 423.956
-167.750,-114.000, 512.213
-222.500, -88.250, 574.275
-186.250, -69.750, 678.249
-232.750, -22.500, 727.415
-231.500,  30.000, 760.461
-250.250,  86.750, 754.013
-234.000, 133.250, 751.998
-230.250, 176.750, 732.251
-208.000, 211.500, 707.668
-199.250, 240.500, 656.890
-199.250, 249.500, 577.499
-203.750, 253.750, 502.944
-187.750, 250.250, 446.524
-157.250, 232.750, 387.686
-150.500, 204.750, 320.788
-149.750, 176.500, 256.308
-129.250, 147.500, 211.978
-106.250, 123.250, 181.350
 -99.250, 108.000, 152.737
 -96.750,  85.750, 134.602
-103.750,  68.250, 109.616
-108.500,  56.250, 101.153
-105.250,  55.000,  94.302
 -93.500,  55.750,  86.242
 -79.000,  56.250,  77.779
 -75.000,  57.000,  72.943
 -69.000,  59.250,  65.286
 -56.000,  54.250,  51.987
 -46.750,  52.750,  50.375
 -41.000,  47.250,  44.733
 -39.500,  44.000,  41.912
 -29.250,  44.250,  42.718
 -24.750,  39.000,  40.703
 -28.500,  41.000,  33.449
 -28.750,  45.750,  35.061
 -28.000,  44.250,  39.494
 -28.500,  44.250,  40.703
 -31.500,  43.250,  34.658
 -28.750,  46.750,  38.285
 -31.250,  48.500,  24.583
 -23.250,  51.750,  38.285
 -31.750,  49.500,  34.658
 -28.750,  53.000,  35.464
